idx,mean,median,true,bias,std,RMSE,MAE,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
15.0,4.9750004,4.9750004,4.997,-0.022000002,0.048,0.083000004,0.072000004,0.017,4.8780003,5.0690002,1.0,1.0,Linear_oracle,dynamic
15.0,4.964,4.965,4.997,-0.033,0.067,0.26900002,0.179,0.058000002,4.8320003,5.0940003,1.0,0.9620001,GP_oracle,dynamic
15.0,5.7990003,5.7990003,5.828,-0.029000001,0.060000002,0.032,0.029000001,0.0050000004,5.682,5.9170003,1.0,1.0,Linear_oracle,stoch
15.0,5.7250004,5.7250004,5.828,-0.10300001,0.072000004,0.38500002,0.18,0.031000001,5.583,5.8640003,1.0,0.92600006,GP_oracle,stoch
15.0,4.3440003,4.3440003,4.997,-0.65300006,0.076000005,1.3160001,0.85300004,0.224,4.1940002,4.4940004,0.0,0.27600002,Linear_observed,dynamic
15.0,3.8790002,3.8790002,4.997,-1.118,0.12100001,2.0,1.598,0.507,3.6420002,4.117,0.0,0.18,GP_observed,dynamic
15.0,5.386,5.386,5.828,-0.44200003,0.096,1.36,0.94100004,0.16100001,5.195,5.5740004,0.0,0.20400001,Linear_observed,stoch
15.0,6.274,6.274,5.828,0.446,0.133,1.1450001,0.91,0.16800001,6.011,6.5350003,0.0,0.3,GP_observed,stoch
15.0,4.9430003,4.9430003,4.997,-0.054,0.071,0.558,0.43500003,0.134,4.806,5.085,1.0,0.89400005,Linear_3S,dynamic
15.0,4.8380003,4.8370004,4.997,-0.15900001,0.085,0.61700004,0.47700003,0.149,4.6720004,5.005,1.0,0.81600004,GP_3S,dynamic
15.0,5.664,5.662,5.828,-0.164,0.085,0.54300004,0.41200003,0.074,5.499,5.8350005,1.0,0.878,Linear_3S,stoch
15.0,5.4500003,5.451,5.828,-0.37800002,0.1,0.799,0.551,0.093,5.249,5.642,0.0,0.82800007,GP_3S,stoch
15.0,5.0010004,5.0010004,4.997,0.004,0.054,0.52500004,0.41700003,0.132,4.894,5.1080003,1.0,0.32000002,Linear_1S,dynamic
15.0,4.9610004,4.9610004,4.997,-0.036000002,0.07700001,0.6,0.47000003,0.147,4.809,5.109,1.0,0.492,GP_1S,dynamic
15.0,5.8170004,5.8170004,5.828,-0.011000001,0.069000006,0.48100004,0.37800002,0.072000004,5.681,5.9540005,1.0,0.29200003,Linear_1S,stoch
15.0,5.7050004,5.7050004,5.828,-0.123,0.089,0.73200005,0.522,0.093,5.5280004,5.88,1.0,0.39800003,GP_1S,stoch
70.0,5.223,5.223,5.2390003,-0.016,0.063,0.069000006,0.056,0.013,5.1000004,5.347,1.0,1.0,Linear_oracle,dynamic
70.0,5.0670004,5.0670004,5.2390003,-0.172,0.082,0.44300002,0.26700002,0.072000004,4.907,5.227,0.0,0.864,GP_oracle,dynamic
70.0,5.754,5.754,5.7730002,-0.019000001,0.07300001,0.030000001,0.026,0.0050000004,5.611,5.8980002,1.0,1.0,Linear_oracle,stoch
70.0,5.5220003,5.5220003,5.7730002,-0.25100002,0.089,0.634,0.287,0.041,5.347,5.696,0.0,0.86,GP_oracle,stoch
70.0,4.3110003,4.3110003,5.2390003,-0.92800003,0.07,1.491,1.085,0.279,4.1720004,4.447,0.0,0.16000001,Linear_observed,dynamic
70.0,4.293,4.293,5.2390003,-0.94600004,0.11800001,1.6680001,1.2950001,0.37600002,4.0610003,4.52,0.0,0.312,GP_observed,dynamic
70.0,5.294,5.294,5.7730002,-0.47900003,0.120000005,1.4100001,0.99600005,0.17400001,5.056,5.5290003,0.0,0.21200001,Linear_observed,stoch
70.0,6.426,6.4230003,5.7730002,0.65300006,0.21100001,1.4740001,1.1930001,0.22000001,6.0160003,6.833,0.0,0.29200003,GP_observed,stoch
70.0,5.21,5.209,5.2390003,-0.029000001,0.09900001,0.52500004,0.425,0.112,5.0160003,5.4090004,1.0,0.95000005,Linear_3S,dynamic
70.0,4.9440002,4.945,5.2390003,-0.29500002,0.12100001,0.81100005,0.565,0.149,4.704,5.177,0.0,0.90200007,GP_3S,dynamic
70.0,5.6720004,5.67,5.7730002,-0.101,0.11000001,0.499,0.39800003,0.074,5.4550004,5.8890004,1.0,0.92200005,Linear_3S,stoch
70.0,5.302,5.307,5.7730002,-0.47100002,0.14,1.0760001,0.65800005,0.10300001,5.0160003,5.564,0.0,0.87600005,GP_3S,stoch
70.0,5.3980002,5.399,5.2390003,0.15900001,0.076000005,0.549,0.43800002,0.119,5.248,5.5460005,0.0,0.31,Linear_1S,dynamic
70.0,5.2130003,5.214,5.2390003,-0.026,0.105000004,0.73,0.523,0.16100001,5.006,5.4160004,1.0,0.53400004,GP_1S,dynamic
70.0,5.9080005,5.9090004,5.7730002,0.135,0.08800001,0.49400002,0.39800003,0.07700001,5.735,6.0790005,1.0,0.30200002,Linear_1S,stoch
70.0,5.616,5.617,5.7730002,-0.157,0.117000006,0.91300005,0.58400005,0.097,5.379,5.841,1.0,0.45800003,GP_1S,stoch
125.0,4.3580003,4.3580003,4.4610004,-0.10300001,0.051000003,0.120000005,0.104,0.029000001,4.257,4.458,0.0,1.0,Linear_oracle,dynamic
125.0,4.341,4.341,4.4610004,-0.120000005,0.071,0.41900003,0.20500001,0.094000004,4.2000003,4.48,1.0,0.9620001,GP_oracle,dynamic
