idx,mean,median,true,bias,std,RMSE,MAE,MAPE,q025,q975,covering,mean_ind_cover,method,estimand
19.0,5.143,5.143,5.215,-0.072000004,0.069000006,0.106000006,0.08400001,0.024,5.006,5.2780004,1.0,1.0,Linear_oracle,dynamic
19.0,5.0080004,5.0080004,5.215,-0.20700002,0.086,0.66200006,0.32200003,0.060000002,4.8380003,5.175,0.0,0.87600005,GP_oracle,dynamic
19.0,5.815,5.8160005,5.907,-0.09200001,0.086,0.1,0.09200001,0.016,5.6480002,5.984,1.0,1.0,Linear_oracle,stoch
19.0,5.517,5.519,5.907,-0.39000002,0.112,1.041,0.497,0.065000005,5.293,5.734,0.0,0.62600005,GP_oracle,stoch
19.0,4.175,4.1740003,5.215,-1.0400001,0.072000004,1.5780001,1.1140001,0.25500003,4.0340004,4.315,0.0,0.186,Linear_observed,dynamic
19.0,4.3910003,4.3900003,5.215,-0.82400006,0.116000004,1.6880001,1.2880001,0.344,4.164,4.6200004,0.0,0.314,GP_observed,dynamic
19.0,4.9490004,4.947,5.907,-0.95800006,0.142,1.6530001,1.1120001,0.177,4.6720004,5.2260003,0.0,0.264,Linear_observed,stoch
19.0,6.3900003,6.386,5.907,0.483,0.35200003,1.6830001,1.261,0.22100002,5.7110004,7.0810003,1.0,0.36200002,GP_observed,stoch
19.0,4.925,4.9240003,5.215,-0.29000002,0.096,0.62700003,0.49400002,0.123,4.736,5.1140003,0.0,0.86200005,Linear_3S,dynamic
19.0,4.676,4.6800003,5.215,-0.53900003,0.133,1.0500001,0.688,0.141,4.4040003,4.926,0.0,0.864,GP_3S,dynamic
19.0,5.5010004,5.5000005,5.907,-0.40600002,0.117000006,0.68500006,0.531,0.089,5.268,5.7300005,0.0,0.768,Linear_3S,stoch
19.0,5.11,5.116,5.907,-0.79700005,0.18400002,1.5450001,0.90400004,0.128,4.7320004,5.4480004,0.0,0.79200006,GP_3S,stoch
19.0,5.129,5.129,5.215,-0.086,0.081,0.50200003,0.4,0.106000006,4.971,5.287,1.0,0.34600002,Linear_1S,dynamic
19.0,4.9110003,4.914,5.215,-0.30400002,0.11000001,0.887,0.57900006,0.12100001,4.683,5.116,0.0,0.546,GP_1S,dynamic
19.0,5.787,5.787,5.907,-0.120000005,0.102000006,0.48000002,0.38000003,0.069000006,5.5880003,5.9870005,1.0,0.34600002,Linear_1S,stoch
